일자,요일,지점명,지점번호,방향,통행량
20220105,수,퇴계로(회현역),A-12,유입,35776
20220106,목,퇴계로(회현역),A-12,유입,35858
20220107,금,퇴계로(회현역),A-12,유입,36364
20220108,토,퇴계로(회현역),A-12,유입,34060
20220109,일,퇴계로(회현역),A-12,유입,28300
20220110,월,퇴계로(회현역),A-12,유입,35240
20220111,화,퇴계로(회현역),A-12,유입,35726
20220112,수,퇴계로(회현역),A-12,유입,35928
20220113,목,퇴계로(회현역),A-12,유입,36456
20220114,금,퇴계로(회현역),A-12,유입,36684
20220115,토,퇴계로(회현역),A-12,유입,34140
20220116,일,퇴계로(회현역),A-12,유입,28626
20220117,월,퇴계로(회현역),A-12,유입,35050
20220118,화,퇴계로(회현역),A-12,유입,36480
20220119,수,퇴계로(회현역),A-12,유입,31546
20220120,목,퇴계로(회현역),A-12,유입,35664
20220121,금,퇴계로(회현역),A-12,유입,37356
20220122,토,퇴계로(회현역),A-12,유입,34518
20220123,일,퇴계로(회현역),A-12,유입,29290
20220124,월,퇴계로(회현역),A-12,유입,36198
20220125,화,퇴계로(회현역),A-12,유입,36308
20220126,수,퇴계로(회현역),A-12,유입,36510
20220127,목,퇴계로(회현역),A-12,유입,37144
20220128,금,퇴계로(회현역),A-12,유입,36274
20220129,토,퇴계로(회현역),A-12,유입,32016
20220130,일,퇴계로(회현역),A-12,유입,27072
20220131,일,퇴계로(회현역),A-12,유입,22058
20220101,일,퇴계로(회현역),A-12,유출,14584
20220102,일,퇴계로(회현역),A-12,유출,14304
20220103,월,퇴계로(회현역),A-12,유출,19858
20220104,화,퇴계로(회현역),A-12,유출,21100
20220105,수,퇴계로(회현역),A-12,유출,21430
20220106,목,퇴계로(회현역),A-12,유출,21564
20220107,금,퇴계로(회현역),A-12,유출,22206
20220108,토,퇴계로(회현역),A-12,유출,19808
20220109,일,퇴계로(회현역),A-12,유출,14480
20220110,월,퇴계로(회현역),A-12,유출,20114
20220111,화,퇴계로(회현역),A-12,유출,21374
20220112,수,퇴계로(회현역),A-12,유출,20788
20220113,목,퇴계로(회현역),A-12,유출,21166
20220114,금,퇴계로(회현역),A-12,유출,22242
20220115,토,퇴계로(회현역),A-12,유출,19878
20220116,일,퇴계로(회현역),A-12,유출,15278
20220117,월,퇴계로(회현역),A-12,유출,21184
20220118,화,퇴계로(회현역),A-12,유출,21906
20220119,수,퇴계로(회현역),A-12,유출,19252
20220120,목,퇴계로(회현역),A-12,유출,21936
20220121,금,퇴계로(회현역),A-12,유출,23298
20220122,토,퇴계로(회현역),A-12,유출,20448
20220123,일,퇴계로(회현역),A-12,유출,15272
20220124,월,퇴계로(회현역),A-12,유출,21686
20220125,화,퇴계로(회현역),A-12,유출,22572
20220126,수,퇴계로(회현역),A-12,유출,22656
20220127,목,퇴계로(회현역),A-12,유출,22938
20220128,금,퇴계로(회현역),A-12,유출,22358
20220129,토,퇴계로(회현역),A-12,유출,17566
20220130,일,퇴계로(회현역),A-12,유출,14146
20220131,일,퇴계로(회현역),A-12,유출,12148
20220101,일,세종대로(서울역),A-13,유입,33166
20220102,일,세종대로(서울역),A-13,유입,31992
20220103,월,세종대로(서울역),A-13,유입,52614
20220104,화,세종대로(서울역),A-13,유입,55058
20220105,수,세종대로(서울역),A-13,유입,55068
20220106,목,세종대로(서울역),A-13,유입,55982
20220107,금,세종대로(서울역),A-13,유입,56776
20220108,토,세종대로(서울역),A-13,유입,45898
20220109,일,세종대로(서울역),A-13,유입,33302
20220110,월,세종대로(서울역),A-13,유입,53636
20220111,화,세종대로(서울역),A-13,유입,55448
20220112,수,세종대로(서울역),A-13,유입,55982
20220113,목,세종대로(서울역),A-13,유입,57072
20220114,금,세종대로(서울역),A-13,유입,58270
20220115,토,세종대로(서울역),A-13,유입,46456
20220116,일,세종대로(서울역),A-13,유입,34234
20220117,월,세종대로(서울역),A-13,유입,54112
20220118,화,세종대로(서울역),A-13,유입,56514
20220119,수,세종대로(서울역),A-13,유입,49954
20220120,목,세종대로(서울역),A-13,유입,57350
20220121,금,세종대로(서울역),A-13,유입,59782
20220122,토,세종대로(서울역),A-13,유입,46566
20220123,일,세종대로(서울역),A-13,유입,35096
20220124,월,세종대로(서울역),A-13,유입,55828
20220125,화,세종대로(서울역),A-13,유입,57634
20220126,수,세종대로(서울역),A-13,유입,58828
20220127,목,세종대로(서울역),A-13,유입,59402
20220128,금,세종대로(서울역),A-13,유입,56900
20220129,토,세종대로(서울역),A-13,유입,40724
20220130,일,세종대로(서울역),A-13,유입,31392
20220131,일,세종대로(서울역),A-13,유입,27934
20220101,일,세종대로(서울역),A-13,유출,31156
20220102,일,세종대로(서울역),A-13,유출,30396
20220103,월,세종대로(서울역),A-13,유출,46624
20220104,화,세종대로(서울역),A-13,유출,47472
20220105,수,세종대로(서울역),A-13,유출,48230
20220106,목,세종대로(서울역),A-13,유출,49762
20220107,금,세종대로(서울역),A-13,유출,49336
20220108,토,세종대로(서울역),A-13,유출,38730
20220109,일,세종대로(서울역),A-13,유출,31230
20220110,월,세종대로(서울역),A-13,유출,48350
20220111,화,세종대로(서울역),A-13,유출,49124
20220112,수,세종대로(서울역),A-13,유출,49744
20220113,목,세종대로(서울역),A-13,유출,50998
20220114,금,세종대로(서울역),A-13,유출,51496
